iter	F1	Logloss
505	0.9665085635	0.1268093577
506	0.9665129534	0.1267739916
507	0.9665192948	0.1267554805
508	0.9665209614	0.1267385593
509	0.9665127078	0.126637731
510	0.9665120565	0.1265696978
511	0.9665363071	0.1264754805
512	0.9665498657	0.1263396206
513	0.9665675917	0.126325551
514	0.9665657019	0.1262375254
515	0.9665785702	0.1262210046
516	0.9665778391	0.126141179
517	0.9665997133	0.1261115699
518	0.9666146149	0.1260969729
519	0.9666119528	0.1260822072
520	0.9666149419	0.1260709599
521	0.9666203098	0.1260621276
522	0.9666238276	0.1260432622
523	0.9666089686	0.1259944182
524	0.9666269616	0.1259787607
525	0.96662367	0.1259621208
526	0.9666299951	0.1258954565
527	0.9666433947	0.1258805108
528	0.966646202	0.125859838
529	0.9666532575	0.1258448623
530	0.9666699301	0.1258274933
531	0.9667023177	0.1258050818
532	0.9666930296	0.1257853632
533	0.9667195015	0.1257695427
534	0.9667242602	0.1257503961
535	0.96672026	0.1257366926
536	0.9667312817	0.1257176174
537	0.9667429317	0.1256987123
538	0.966741064	0.1256818673
539	0.9667708087	0.1256580384
540	0.9667938438	0.1256379869
541	0.9667940093	0.1256229555
542	0.9668023874	0.1256108165
543	0.9668172929	0.1256026776
544	0.9668287611	0.1255853098
545	0.9668193925	0.1255704117
546	0.9668356359	0.1255524975
547	0.9668442786	0.1255347452
548	0.9668510705	0.1255216835
549	0.9668663389	0.1255082177
550	0.9668756917	0.1254904497
551	0.9668825669	0.1254706108
552	0.9668949119	0.1254507977
553	0.9668946475	0.1254432742
554	0.9669334786	0.125423412
555	0.9669333813	0.1254069987
556	0.9669305422	0.1253889248
557	0.966943514	0.1253810668
558	0.9669488867	0.1253114183
559	0.96695515	0.1253024886
560	0.9669529372	0.1252925462
561	0.9669386294	0.1252749009
562	0.96695593	0.1252549117
563	0.966952646	0.1251905698
564	0.9669677341	0.1251715701
565	0.9669740815	0.1251649932
566	0.9669815836	0.1251453807
567	0.9669978136	0.1251303226
568	0.9669978136	0.1251164446
569	0.9669908277	0.1251023097
570	0.9670015038	0.125082481
571	0.9670119154	0.1250689564
572	0.9670233009	0.1250539621
573	0.9670383892	0.1250384462
574	0.96704624	0.1250237702
575	0.9670672432	0.1250087433
576	0.9670819824	0.1249911128
577	0.967096806	0.1249764723
578	0.9670917693	0.1249555503
579	0.9671070374	0.124942643
580	0.9671110051	0.1249279596
581	0.9671238924	0.1249187407
582	0.9671415408	0.1249023139
583	0.9671650184	0.1248847885
584	0.9671759586	0.1248604882
585	0.9671840739	0.1248483879
586	0.967184688	0.1248279815
587	0.967193956	0.1248198708
588	0.9671895347	0.1247957389
589	0.9671893552	0.124785414
590	0.9671796429	0.1247674746
591	0.9671959686	0.1247534245
592	0.9671892514	0.1247311946
593	0.9671957799	0.124715092
594	0.9671969232	0.1247018228
595	0.9672181053	0.1246847548
596	0.9672270149	0.1246647388
597	0.967214034	0.1246533343
598	0.9672168589	0.1246405603
599	0.967211644	0.124623505
600	0.967223029	0.1246090012
601	0.9672308806	0.1245924824
602	0.9672393467	0.1245781351
603	0.9672359926	0.1245661679
604	0.9672564668	0.1245527404
605	0.9672566459	0.124533826
606	0.9672769406	0.1245192417
607	0.9672963558	0.12450641
608	0.9672966204	0.1244924939
609	0.9673021766	0.1244713835
610	0.9673150555	0.1243860074
611	0.9673093987	0.1243681675
612	0.9673277558	0.1243499533
613	0.9673345495	0.1243360914
614	0.9673463772	0.1243205897
615	0.9673732933	0.1243033384
616	0.9673837051	0.124287754
617	0.9673921725	0.1242701136
618	0.967398086	0.1242577276
619	0.9674017906	0.1242399402
620	0.9674086705	0.1242230035
621	0.9674257897	0.1242029692
622	0.9674307311	0.1241855354
623	0.9674268429	0.1241238214
624	0.9674508475	0.1241066776
625	0.9674518145	0.1240991963
626	0.9674691983	0.1240813283
627	0.9674694583	0.1240512088
628	0.9674743085	0.1240314399
629	0.9674831329	0.1240150336
630	0.9674903694	0.1240035959
631	0.9674872762	0.1239857926
632	0.9674924824	0.1239702826
633	0.9674832153	0.1239547809
634	0.9674952157	0.1239421265
635	0.967502717	0.1239281054
636	0.9675217799	0.123917328
637	0.9675432243	0.1238996137
638	0.9675457804	0.1238823746
639	0.9675544272	0.1238635982
640	0.9675740186	0.1238422487
641	0.9675810774	0.1238268405
642	0.9676004909	0.1238121151
643	0.9676015496	0.1237936565
644	0.9675905183	0.1237839611
645	0.9676032251	0.1237716039
646	0.9675986358	0.1237578256
647	0.9676056947	0.1237404238
648	0.967621138	0.1237261574
649	0.9676359621	0.1237135779
650	0.9676467266	0.1236555331
651	0.9676563446	0.1236432173
652	0.9676537855	0.1236278113
653	0.9676715224	0.1236122536
654	0.9676649917	0.1236035257
655	0.9676911109	0.1235901646
656	0.9677003761	0.1235775438
657	0.9677031111	0.1235628861
658	0.9677062875	0.1235457034
659	0.9677141406	0.123532333
660	0.9677304646	0.1235167921
661	0.9677437002	0.1235013635
662	0.9677403472	0.1234859204
663	0.9677588768	0.1234641736
664	0.9677438767	0.1234467701
665	0.967747318	0.1234364684
666	0.9677574654	0.12342468
667	0.9677592301	0.1234052372
668	0.9677707011	0.1233902469
669	0.9677692891	0.123372906
670	0.9677827008	0.1233641482
671	0.9677954066	0.1233450306
672	0.9678024656	0.1233309477
673	0.9678216122	0.1233146649
674	0.9678219657	0.1233005727
675	0.9678459644	0.1232909627
676	0.9678796663	0.1232725982
677	0.9678689924	0.1232573657
678	0.9678643161	0.1232418569
679	0.9678747276	0.1232220188
680	0.9678806386	0.1232135874
681	0.9678776397	0.1232000795
682	0.967892109	0.123183951
683	0.9678924628	0.1231704015
684	0.9679017289	0.1231560615
685	0.9678982899	0.1231356645
686	0.9679058785	0.1231182501
687	0.9679095851	0.1231018054
688	0.9679200862	0.1230829527
689	0.967930144	0.1230640392
690	0.9679417008	0.1230546768
691	0.9679474362	0.1230387345
692	0.9679385271	0.1230189725
693	0.9679530857	0.1230010573
694	0.9679477939	0.1229865875
695	0.9679537047	0.1229773401
696	0.9679672043	0.1229593774
697	0.9679820277	0.1229433004
698	0.9679728541	0.1229285467
699	0.9679708255	0.1229176666
700	0.967983706	0.1228959652
701	0.9680024115	0.1228760639
702	0.9680070878	0.1228626293
703	0.9679957109	0.1228458508
704	0.9679958006	0.1228317936
705	0.9679927128	0.1228187051
706	0.9680033	0.1228044404
707	0.9680277414	0.1227856453
708	0.9680329474	0.1227769054
709	0.9680477711	0.1227633968
710	0.9680537715	0.122744407
711	0.9680449534	0.122681597
712	0.9680669216	0.1226597122
713	0.9680970925	0.1226437167
714	0.968096918	0.1226306731
715	0.9680851879	0.1226132504
716	0.9681058314	0.1225999227
717	0.9680963944	0.1225923899
718	0.968125596	0.122576166
719	0.9681247176	0.1225556822
720	0.9681375968	0.122541969
721	0.9681500368	0.1225310416
722	0.9681488032	0.1225155797
723	0.968155863	0.1225015935
724	0.9681653063	0.1224883828
725	0.9681773072	0.1224704769
726	0.9681828688	0.1224614131
727	0.9681800464	0.1224457305
728	0.968191427	0.1224298795
729	0.9682014002	0.1224173139
730	0.9681894066	0.1224034852
731	0.9682095195	0.1223859419
732	0.9682062583	0.1223408702
733	0.9682176389	0.1223199271
734	0.9682239954	0.1223017415
735	0.9682399611	0.1222882101
736	0.9682527568	0.1222701527
737	0.9682661736	0.1222476667
738	0.968278175	0.122232551
739	0.9682915827	0.1222185289
740	0.968290706	0.1222043593
741	0.9683010267	0.1221905295
742	0.9683165533	0.1221729716
743	0.9683326094	0.1221603209
744	0.968327495	0.1221420644
745	0.9683439891	0.1221313698
746	0.9683570498	0.1221115797
747	0.9683537898	0.1220893209
748	0.9683545845	0.1220690655
749	0.9683513244	0.1220486173
750	0.9683644772	0.1220315432
751	0.9683760408	0.1220150693
752	0.9683859232	0.1220034095
753	0.9684017951	0.1219881973
754	0.9684139693	0.1219775264
755	0.9684125527	0.1219632708
756	0.9684109633	0.1219517411
757	0.9684374304	0.1219342955
758	0.9684493393	0.121918134
759	0.9684504792	0.1219076792
760	0.9684537504	0.1218941616
761	0.9684610756	0.1218803607
762	0.968481449	0.1218658313
763	0.9684835683	0.1218500858
764	0.9684844556	0.1218360313
765	0.9684881644	0.1218225247
766	0.9684832361	0.1218077779
767	0.9685039672	0.1217904818
768	0.9685102328	0.1217743385
769	0.968516856	0.1217576848
770	0.9685189754	0.1217447434
771	0.9685290296	0.1217321917
772	0.9685493096	0.1217180906
773	0.9685520519	0.121702466
774	0.9685632584	0.1216857405
775	0.9685770213	0.1216683379
776	0.9685857644	0.1216013984
777	0.9685813677	0.1215882857
778	0.9685895668	0.1215731011
779	0.9685923095	0.1215570719
780	0.9686036095	0.1215385652
781	0.9686097821	0.121527959
782	0.9686138497	0.1215084568
783	0.9686216121	0.1214890867
784	0.9686229369	0.1214761161
785	0.9686312292	0.1214588415
786	0.968647985	0.1214437825
787	0.9686491384	0.1214017252
788	0.968647907	0.1213921851
789	0.9686547963	0.1213805971
790	0.9686600958	0.1213666246
791	0.9686704143	0.121352858
792	0.9686892897	0.1213389117
793	0.9687020865	0.1213261539
794	0.9686996241	0.1213101314
795	0.9687096773	0.1212881087
796	0.9687115323	0.12127613
797	0.9687291762	0.1212563155
798	0.9687261841	0.1212467204
799	0.9687165063	0.1211753437
